Código_Actividad,identificacion,Código_Actividad,Hora del Dia,Etiqueta Interacción,Etiqueta Actividad,Etiqueta Actividad Resumida,Preocupación,Prisa,Irritación,Depresión,Tensión,Calma,Disfrute,Lugar de actividad,Zona_Actividad,Total en minutos de la actividad,Hora actividad redondeada,A_gusto_en_la_Interacción,Minutos*Preoc,Minutos*Prisa,Minutos*Irritación,Minutos*Depresión,Minutos*Tensión,Minutos*Calma,Minutos*Disfrute,Minutos*AgustInter
Silvio3312María Paz8,Silvio3312María Paz,Silvio3312María Paz8,Tarde,Estaba solo,Trabajó,Trabajó,2,1,1,1,1,9,8,Lugar de trabajo,12,210,18:00:00,,420,210,210,210,210,1890,1680,
Silvio3312María Paz9,Silvio3312María Paz,Silvio3312María Paz9,Noche,Estaba solo,Caminó a algún lado,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,10,10,"Viajó a algún lado (coche, caminando, bicicleta)",3,15,19:00:00,,15,15,15,15,15,150,150,
Silvio3312María Paz10,Silvio3312María Paz,Silvio3312María Paz10,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,10,10,Casa donde vive,3,25,20:00:00,,25,25,25,25,25,250,250,
Silvio3312María Paz11,Silvio3312María Paz,Silvio3312María Paz11,Noche,Con otros familiares,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,8,9,Casa donde vive,3,15,20:00:00,9,15,15,15,15,15,120,135,135
Silvio3312María Paz12,Silvio3312María Paz,Silvio3312María Paz12,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,1,1,1,9,10,Casa donde vive,3,120,21:00:00,10,120,120,120,120,120,1080,1200,1200
Silvio41311Mariana1,Silvio41311Mariana,Silvio41311Mariana1,Mañana,Con su pareja,Cuidó a los niños,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,7,1,1,1,7,10,Casa donde vive,4,30,6:00:00,9,30,210,30,30,30,210,300,270
Silvio41311Mariana2,Silvio41311Mariana,Silvio41311Mariana2,Mañana,Con sus hijos jóvenes o nietos,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",7,8,2,1,1,6,7,Casa donde vive,4,180,8:00:00,9,1260,1440,360,180,180,1080,1260,1620
Silvio41311Mariana3,Silvio41311Mariana,Silvio41311Mariana3,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",7,7,2,1,3,6,7,"Viajó a algún lado (coche, caminando, bicicleta)",13,20,10:00:00,,140,140,40,20,60,120,140,
Silvio41311Mariana4,Silvio41311Mariana,Silvio41311Mariana4,Mañana,Con su pareja,Trabajó,Trabajó,3,3,2,1,1,6,7,Lugar de trabajo,13,150,11:00:00,8,450,450,300,150,150,900,1050,1200
Silvio41311Mariana5,Silvio41311Mariana,Silvio41311Mariana5,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",7,8,3,1,3,6,7,"Viajó a algún lado (coche, caminando, bicicleta)",4,20,12:00:00,,140,160,60,20,60,120,140,
Silvio41311Mariana6,Silvio41311Mariana,Silvio41311Mariana6,Tarde,Con pareja e hijos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",3,7,2,1,2,8,9,Casa donde vive,4,90,13:00:00,9,270,630,180,90,180,720,810,810
Silvio41311Mariana7,Silvio41311Mariana,Silvio41311Mariana7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,2,2,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",13,30,14:00:00,,60,60,60,60,60,240,270,
Silvio41311Mariana8,Silvio41311Mariana,Silvio41311Mariana8,Tarde,Con compañeros de trabajo / escuela / club,Hizo ejercicio o dio paseo,Hizo ejercicio o dio paseo,1,1,1,1,1,9,10,Gimnasio y spa,13,60,15:00:00,9,60,60,60,60,60,540,600,540
Silvio41311Mariana9,Silvio41311Mariana,Silvio41311Mariana9,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,6,1,1,1,9,8,"Viajó a algún lado (coche, caminando, bicicleta)",10,10,16:00:00,,20,60,10,10,10,90,80,
Silvio41311Mariana10,Silvio41311Mariana,Silvio41311Mariana10,Tarde,Con pareja e hijos,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",1,1,2,1,1,9,9,Casa de parientes,10,120,17:00:00,10,120,120,240,120,120,1080,1080,1200
Silvio41311Mariana11,Silvio41311Mariana,Silvio41311Mariana11,Noche,Con sus hijos jóvenes o nietos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",9,10,7,2,9,1,1,"Viajó a algún lado (coche, caminando, bicicleta)",4,20,18:00:00,6,180,200,140,40,180,20,20,120
Silvio41311Mariana12,Silvio41311Mariana,Silvio41311Mariana12,Noche,Con pareja e hijos,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",8,6,2,1,1,8,8,Casa donde vive,4,90,19:00:00,9,720,540,180,90,90,720,720,810
Silvio41311Mariana13,Silvio41311Mariana,Silvio41311Mariana13,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",3,3,1,1,1,8,10,Casa donde vive,4,20,20:00:00,,60,60,20,20,20,160,200,
Silvio41313Gonzalo1,Silvio41313Gonzalo,Silvio41313Gonzalo1,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",8,3,1,1,7,3,10,Casa donde vive,4,15,7:00:00,,120,45,15,15,105,45,150,
Silvio41313Gonzalo2,Silvio41313Gonzalo,Silvio41313Gonzalo2,Mañana,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",8,7,1,1,8,2,3,Casa donde vive,4,10,7:00:00,,80,70,10,10,80,20,30,
Silvio41313Gonzalo3,Silvio41313Gonzalo,Silvio41313Gonzalo3,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",8,2,1,1,5,5,7,"Viajó a algún lado (coche, caminando, bicicleta)",12,30,7:00:00,,240,60,30,30,150,150,210,
Silvio41313Gonzalo4,Silvio41313Gonzalo,Silvio41313Gonzalo4,Mañana,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,8,1,3,2,8,3,8,Lugar de trabajo,12,420,11:00:00,6,3360,420,1260,840,3360,1260,3360,2520
Silvio41313Gonzalo5,Silvio41313Gonzalo,Silvio41313Gonzalo5,Tarde,Con compañeros de trabajo / escuela / club,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,2,10,9,Lugar de trabajo,12,30,15:00:00,10,30,30,30,30,60,300,270,300
Silvio41313Gonzalo6,Silvio41313Gonzalo,Silvio41313Gonzalo6,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,3,1,1,1,9,8,"Viajó a algún lado (coche, caminando, bicicleta)",4,30,15:00:00,,30,90,30,30,30,270,240,
Silvio41313Gonzalo7,Silvio41313Gonzalo,Silvio41313Gonzalo7,Tarde,Con su pareja,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",2,1,3,1,1,9,9,Casa donde vive,4,120,17:00:00,9,240,120,360,120,120,1080,1080,1080
Silvio41313Gonzalo8,Silvio41313Gonzalo,Silvio41313Gonzalo8,Noche,Con su pareja,Fue de compras,Compras,1,8,2,1,1,10,10,Casa donde vive,4,10,18:00:00,9,10,80,20,10,10,100,100,90
Silvio41313Gonzalo9,Silvio41313Gonzalo,Silvio41313Gonzalo9,Noche,Con su pareja,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",1,1,1,1,1,9,6,Casa donde vive,4,30,18:00:00,9,30,30,30,30,30,270,180,270
Silvio41313Gonzalo10,Silvio41313Gonzalo,Silvio41313Gonzalo10,Noche,Con su pareja,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,9,6,"Viajó a algún lado (coche, caminando, bicicleta)",4,20,18:00:00,9,20,20,20,20,20,180,120,180
Silvio41313Gonzalo11,Silvio41313Gonzalo,Silvio41313Gonzalo11,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",6,1,6,1,1,9,8,Casa donde vive,4,120,20:00:00,9,720,120,720,120,120,1080,960,1080
Silvio41313Gonzalo12,Silvio41313Gonzalo,Silvio41313Gonzalo12,Noche,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",5,3,4,1,1,10,9,Casa donde vive,4,60,21:00:00,,300,180,240,60,60,600,540,
Silvio41313Gonzalo13,Silvio41313Gonzalo,Silvio41313Gonzalo13,Noche,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",4,1,1,1,1,10,9,Casa donde vive,4,120,23:00:00,,480,120,120,120,120,1200,1080,
Silvio51310Felipe1,Silvio51310Felipe,Silvio51310Felipe1,Mañana,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,3,3,3,3,5,6,Casa donde vive,5,20,6:00:00,,20,60,60,60,60,100,120,
Silvio51310Felipe2,Silvio51310Felipe,Silvio51310Felipe2,Mañana,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,3,1,1,3,6,7,Casa donde vive,5,30,7:00:00,,60,90,30,30,90,180,210,
Silvio51310Felipe3,Silvio51310Felipe,Silvio51310Felipe3,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",6,8,6,3,6,6,5,"Viajó a algún lado (coche, caminando, bicicleta)",4,20,7:00:00,,120,160,120,60,120,120,100,
Silvio51310Felipe4,Silvio51310Felipe,Silvio51310Felipe4,Mañana,Con amigos,Estudio,Leyó o estudió,2,2,2,1,2,2,10,"Escuela, Campus, u otro establecimiento educativo",4,240,9:00:00,10,480,480,480,240,480,480,2400,2400
Silvio51310Felipe5,Silvio51310Felipe,Silvio51310Felipe5,Tarde,Con amigos,Comió,"Dedicación personal (comió, bañó, descansó)",2,2,2,2,2,8,8,"Escuela, Campus, u otro establecimiento educativo",4,60,12:00:00,9,120,120,120,120,120,480,480,540
Silvio51310Felipe6,Silvio51310Felipe,Silvio51310Felipe6,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,7,9,2,6,4,2,"Viajó a algún lado (coche, caminando, bicicleta)",5,20,13:00:00,,40,140,180,40,120,80,40,
Silvio51310Felipe7,Silvio51310Felipe,Silvio51310Felipe7,Tarde,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",3,2,2,1,2,8,9,Casa donde vive,5,150,14:00:00,,450,300,300,150,300,1200,1350,
Silvio51310Felipe8,Silvio51310Felipe,Silvio51310Felipe8,Tarde,Con amigos,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",2,2,2,2,2,8,9,Casa donde vive,5,30,16:00:00,9,60,60,60,60,60,240,270,270
Silvio51310Felipe9,Silvio51310Felipe,Silvio51310Felipe9,Tarde,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",7,9,2,6,6,4,2,Casa donde vive,5,20,16:00:00,,140,180,40,120,120,80,40,
Silvio51310Felipe10,Silvio51310Felipe,Silvio51310Felipe10,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,1,2,2,3,7,6,"Viajó a algún lado (coche, caminando, bicicleta)",4,10,16:00:00,,20,10,20,20,30,70,60,
Silvio51310Felipe11,Silvio51310Felipe,Silvio51310Felipe11,Tarde,Con amigos,Estudio,Leyó o estudió,2,2,3,3,3,7,7,"Escuela, Campus, u otro establecimiento educativo",4,240,18:00:00,8,480,480,720,720,720,1680,1680,1920
Silvio51310Felipe12,Silvio51310Felipe,Silvio51310Felipe12,Noche,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,2,2,1,2,7,7,"Viajó a algún lado (coche, caminando, bicicleta)",5,15,20:00:00,,30,30,30,15,30,105,105,
Silvio51310Felipe13,Silvio51310Felipe,Silvio51310Felipe13,Noche,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",2,2,1,1,2,9,10,Casa donde vive,5,60,21:00:00,,120,120,60,60,120,540,600,
Silvio51310Felipe14,Silvio51310Felipe,Silvio51310Felipe14,Noche,Estaba solo,Hizo ejercicio o dio paseo,Hizo ejercicio o dio paseo,3,5,2,1,1,7,7,Casa donde vive,5,30,22:00:00,,90,150,60,30,30,210,210,
Silvio61307Alejandra1,Silvio61307Alejandra,Silvio61307Alejandra1,Mañana,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,8,1,1,5,9,10,Casa donde vive,6,10,6:00:00,,10,80,10,10,50,90,100,
Silvio61307Alejandra2,Silvio61307Alejandra,Silvio61307Alejandra2,Mañana,Con sus hijos jóvenes o nietos,Cuidó a los niños,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,10,10,Casa donde vive,6,30,7:00:00,10,30,30,30,30,30,300,300,300
Silvio61307Alejandra3,Silvio61307Alejandra,Silvio61307Alejandra3,Mañana,Con amigos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,5,1,1,4,10,7,"Viajó a algún lado (coche, caminando, bicicleta)",12,20,7:00:00,6,20,100,20,20,80,200,140,120
Silvio61307Alejandra4,Silvio61307Alejandra,Silvio61307Alejandra4,Mañana,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,2,10,5,1,1,9,7,Lugar de trabajo,12,285,10:00:00,10,570,2850,1425,285,285,2565,1995,2850
Silvio61307Alejandra5,Silvio61307Alejandra,Silvio61307Alejandra5,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",7,7,1,1,1,7,1,"Viajó a algún lado (coche, caminando, bicicleta)",6,35,12:00:00,,245,245,35,35,35,245,35,
Silvio61307Alejandra6,Silvio61307Alejandra,Silvio61307Alejandra6,Tarde,Con pareja e hijos,Comió,"Dedicación personal (comió, bañó, descansó)",1,5,1,1,6,10,10,Casa donde vive,6,40,13:00:00,9,40,200,40,40,240,400,400,360
Silvio61307Alejandra7,Silvio61307Alejandra,Silvio61307Alejandra7,Tarde,Con sus hijos jóvenes o nietos,Cuidó a los niños,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,7,1,1,4,10,10,Casa donde vive,6,75,14:00:00,10,75,525,75,75,300,750,750,750
Silvio61307Alejandra8,Silvio61307Alejandra,Silvio61307Alejandra8,Tarde,Con pareja e hijos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",7,7,1,1,4,10,4,"Viajó a algún lado (coche, caminando, bicicleta)",12,25,15:00:00,10,175,175,25,25,100,250,100,250
Silvio61307Alejandra9,Silvio61307Alejandra,Silvio61307Alejandra9,Tarde,Con compañeros de trabajo / escuela / club,Trabajó,Trabajó,1,10,1,1,1,4,7,Lugar de trabajo,12,360,18:00:00,10,360,3600,360,360,360,1440,2520,3600
Silvio61307Alejandra10,Silvio61307Alejandra,Silvio61307Alejandra10,Noche,Con pareja e hijos,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,7,1,10,4,7,"Viajó a algún lado (coche, caminando, bicicleta)",6,30,21:00:00,10,30,30,210,30,300,120,210,300
Silvio61307Alejandra11,Silvio61307Alejandra,Silvio61307Alejandra11,Noche,Con pareja e hijos,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,10,10,1,10,1,1,Casa donde vive,6,10,21:00:00,1,10,100,100,10,100,10,10,10
Silvio61307Alejandra12,Silvio61307Alejandra,Silvio61307Alejandra12,Noche,Con sus hijos jóvenes o nietos,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,10,1,1,10,1,1,Casa donde vive,6,20,22:00:00,9,20,200,20,20,200,20,20,180
Silvio61308Marcela1,Silvio61308Marcela,Silvio61308Marcela1,Mañana,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",3,1,1,1,3,6,9,Casa donde vive,6,20,7:00:00,,60,20,20,20,60,120,180,
Silvio61308Marcela2,Silvio61308Marcela,Silvio61308Marcela2,Mañana,Estaba solo,Leyó / Estudió,Leyó o estudió,6,3,1,1,7,3,7,Casa donde vive,6,120,8:00:00,,720,360,120,120,840,360,840,
Silvio61308Marcela3,Silvio61308Marcela,Silvio61308Marcela3,Mañana,Estaba solo,Hizo tareas domésticas,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,5,3,1,2,8,6,Casa donde vive,6,30,10:00:00,,30,150,90,30,60,240,180,
Silvio61308Marcela4,Silvio61308Marcela,Silvio61308Marcela4,Mañana,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",1,1,1,1,1,10,9,Casa donde vive,6,60,10:00:00,,60,60,60,60,60,600,540,
Silvio61308Marcela5,Silvio61308Marcela,Silvio61308Marcela5,Tarde,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,10,9,Casa donde vive,6,20,11:00:00,,20,20,20,20,20,200,180,
Silvio61308Marcela6,Silvio61308Marcela,Silvio61308Marcela6,Tarde,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,10,9,Casa donde vive,6,60,12:00:00,,60,60,60,60,60,600,540,
Silvio61308Marcela7,Silvio61308Marcela,Silvio61308Marcela7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,9,6,"Viajó a algún lado (coche, caminando, bicicleta)",16,45,13:00:00,,45,45,45,45,45,405,270,
Silvio61308Marcela8,Silvio61308Marcela,Silvio61308Marcela8,Tarde,Con otros familiares,Trabajó,Trabajó,5,7,3,1,5,6,6,Lugar de trabajo,16,240,15:00:00,9,1200,1680,720,240,1200,1440,1440,2160
Silvio61308Marcela9,Silvio61308Marcela,Silvio61308Marcela9,Noche,Con otros familiares,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",6,5,3,1,4,7,8,"Viajó a algún lado (coche, caminando, bicicleta)",6,10,17:00:00,8,60,50,30,10,40,70,80,80
Silvio61308Marcela10,Silvio61308Marcela,Silvio61308Marcela10,Noche,Estaba solo,Comió,"Dedicación personal (comió, bañó, descansó)",5,1,1,1,3,5,9,Casa donde vive,6,30,17:00:00,,150,30,30,30,90,150,270,
Silvio61308Marcela11,Silvio61308Marcela,Silvio61308Marcela11,Noche,Con su pareja,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",1,1,6,1,5,9,9,Casa donde vive,6,90,18:00:00,10,90,90,540,90,450,810,810,900
Silvio61308Mariano1,Silvio61308Mariano,Silvio61308Mariano1,Mañana,Estaba solo,Preparó comida,"Tareas domésticas (comida, cuida a los hijos, mascotas)",4,7,2,1,2,8,8,Casa donde vive,6,30,11:00:00,,120,210,60,30,60,240,240,
Silvio61308Mariano2,Silvio61308Mariano,Silvio61308Mariano2,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",4,8,4,1,2,9,10,"Viajó a algún lado (coche, caminando, bicicleta)",6,15,12:00:00,,60,120,60,15,30,135,150,
Silvio61308Mariano3,Silvio61308Mariano,Silvio61308Mariano3,Mañana,Con otros familiares,Habló con alguien,"Relaciones sociales (Charlar, cuidar, actividad religiosa, otras relaciones)",2,3,1,1,1,8,10,Casa de parientes,6,105,13:00:00,10,210,315,105,105,105,840,1050,1050
Silvio61308Mariano4,Silvio61308Mariano,Silvio61308Mariano4,Tarde,Con otros familiares,Comió,"Dedicación personal (comió, bañó, descansó)",2,3,1,1,1,8,10,Casa de parientes,6,60,14:00:00,9,120,180,60,60,60,480,600,540
Silvio61308Mariano5,Silvio61308Mariano,Silvio61308Mariano5,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,4,2,1,2,8,9,"Viajó a algún lado (coche, caminando, bicicleta)",6,15,15:00:00,,30,60,30,15,30,120,135,
Silvio61308Mariano6,Silvio61308Mariano,Silvio61308Mariano6,Tarde,Estaba solo,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",2,3,2,2,2,8,9,Casa donde vive,6,135,16:00:00,,270,405,270,270,270,1080,1215,
Silvio61308Mariano7,Silvio61308Mariano,Silvio61308Mariano7,Tarde,Con otros familiares,Trabajó,Trabajó,4,7,3,2,5,4,8,Casa donde vive,6,210,19:00:00,9,840,1470,630,420,1050,840,1680,1890
Silvio61308Mariano8,Silvio61308Mariano,Silvio61308Mariano8,Noche,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",3,2,2,2,1,9,9,Casa donde vive,6,60,21:00:00,,180,120,120,120,60,540,540,
Silvio61308Mariano9,Silvio61308Mariano,Silvio61308Mariano9,Noche,Con otros familiares,Vió televisión,"Entretenimiento (radio, televisión, computadora, juego en casa)",3,2,2,2,2,8,8,Casa donde vive,6,30,22:00:00,,90,60,60,60,60,240,240,
Silvio61308Mariano10,Silvio61308Mariano,Silvio61308Mariano10,Noche,Con otros familiares,Comió,"Dedicación personal (comió, bañó, descansó)",1,3,2,1,2,8,9,Casa donde vive,6,90,23:00:00,10,90,270,180,90,180,720,810,900
Silvio61320Ramiro1,Silvio61320Ramiro,Silvio61320Ramiro1,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",2,6,1,1,1,9,4,"Viajó a algún lado (coche, caminando, bicicleta)",10,10,8:00:00,,20,60,10,10,10,90,40,
Silvio61320Ramiro2,Silvio61320Ramiro,Silvio61320Ramiro2,Mañana,Con compañeros de trabajo / escuela / club,Comió,"Dedicación personal (comió, bañó, descansó)",5,5,1,1,1,6,1,Lugar de trabajo,10,30,9:00:00,8,150,150,30,30,30,180,30,240
Silvio61320Ramiro3,Silvio61320Ramiro,Silvio61320Ramiro3,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",7,8,2,1,3,3,3,"Viajó a algún lado (coche, caminando, bicicleta)",FZ,60,9:00:00,,420,480,120,60,180,180,180,
Silvio61320Ramiro4,Silvio61320Ramiro,Silvio61320Ramiro4,Mañana,Estaba solo,Trabajó,Trabajó,4,7,2,1,1,7,5,Lugar de trabajo,FZ,90,11:00:00,,360,630,180,90,90,630,450,
Silvio61320Ramiro5,Silvio61320Ramiro,Silvio61320Ramiro5,Mañana,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,8,6,"Viajó a algún lado (coche, caminando, bicicleta)",10,60,12:00:00,,60,60,60,60,60,480,360,
Silvio61320Ramiro6,Silvio61320Ramiro,Silvio61320Ramiro6,Tarde,Estaba solo,"Descansó (siesta,tomar mate, té o café)","Dedicación personal (comió, bañó, descansó)",1,1,1,1,1,10,10,Lugar de trabajo,10,150,14:00:00,,150,150,150,150,150,1500,1500,
Silvio61320Ramiro7,Silvio61320Ramiro,Silvio61320Ramiro7,Tarde,Estaba solo,Viajó en coche/colectivo/moto,"Viajó a algún lado (coche, caminando, bicicleta)",1,1,1,1,1,6,6,"Viajó a algún lado (coche, caminando, bicicleta)",6,20,15:00:00,,20,20,20,20,20,120,120,
Silvio61320Ramiro8,Silvio61320Ramiro,Silvio61320Ramiro8,Tarde,Estaba solo,Se baño o arregló,"Dedicación personal (comió, bañó, descansó)",1,4,1,1,1,7,7,Casa donde vive,6,30,16:00:00,,30,120,30,30,30,210,210,
